cfg,N,nq,brier,edge,ref_brier,is_fb,rel,beta_fc,se_fc,vif,dll,round
ForecastBench | Claude-2.1 (scratchpad with freeze values),567,256,0.23312278475387196,-0.1636820877476734,0.06944069700619854,True,2023.9,-0.30816638812694497,0.11341958348775252,1.000492499613768,0.004642458356864421,2024-07-21
ForecastBench | Claude-3-5-Sonnet-20240620 (scratchpad with news with freeze values),567,256,0.13805416436861773,-0.0686134673624192,0.06944069700619854,True,2024.4687214611872,-0.25788739786828285,0.2333997697089339,2.16331432723409,0.0021203552455547714,2024-07-21
ForecastBench | Claude-3-5-Sonnet-20240620 (scratchpad with news),567,256,0.16512857142857143,-0.09568787442237289,0.06944069700619854,True,2024.4687214611872,-0.08011768712347157,0.16725406237752585,1.5836219559871412,0.0001793231487312793,2024-07-21
ForecastBench | Claude-3-5-Sonnet-20240620 (scratchpad),567,256,0.15954613756613756,-0.09010544055993903,0.06944069700619854,True,2024.4687214611872,0.013068055477632814,0.15622925561435574,1.461290357747238,3.913547085765392e-06,2024-07-21
ForecastBench | Claude-3-5-Sonnet-20240620 (superforecaster with news 1),567,256,0.17162109029982364,-0.10218039329362509,0.06944069700619854,True,2024.4687214611872,-0.08923464723901252,0.12334577302221661,1.3955835724088008,0.00043221724735948553,2024-07-21
ForecastBench | Claude-3-5-Sonnet-20240620 (superforecaster with news 2),567,256,0.20844631040564374,-0.1390056133994452,0.06944069700619854,True,2024.4687214611872,0.004675583431109315,0.15545875365722228,1.3830346090152643,6.535212297512852e-07,2024-07-21
ForecastBench | Claude-3-5-Sonnet-20240620 (superforecaster with news 3),567,256,0.17076474074074074,-0.10132404373454222,0.06944069700619854,True,2024.4687214611872,-0.13343031072680894,0.18460687422460947,1.5068942596910195,0.0004766914754200675,2024-07-21
ForecastBench | Claude-3-5-Sonnet-20240620 (zero shot with freeze values),567,256,0.1329305236915848,-0.06348982668538627,0.06944069700619854,True,2024.4687214611872,-0.5154950421226548,0.2564088926951241,2.7926776909393833,0.007427875903159878,2024-07-21
ForecastBench | Claude-3-5-Sonnet-20240620 (zero shot),567,256,0.17348199985890653,-0.10404130285270799,0.06944069700619854,True,2024.4687214611872,-0.021054214491277885,0.11994510564312279,1.4021835973661498,1.7517985067124884e-05,2024-07-21
ForecastBench | Claude-3-Haiku-20240307 (scratchpad with freeze values),567,256,0.2349370625396825,-0.165496365533484,0.06944069700619854,True,2024.1831050228311,-0.4167218275321324,0.2392410994998294,1.1882085257354957,0.0030686505287586064,2024-07-21
ForecastBench | Claude-3-Haiku-20240307 (scratchpad with news with freeze values),567,256,0.2490147041369301,-0.17957400713073163,0.06944069700619854,True,2024.1831050228311,-0.26114329565638633,0.2098361922613153,1.1355913624115528,0.0009414029165154785,2024-07-21
ForecastBench | Claude-3-Haiku-20240307 (scratchpad with news),567,256,0.27152998236331566,-0.20208928535711718,0.06944069700619854,True,2024.1831050228311,-0.38529386650849645,0.3156436742832271,1.0747551206619483,0.001320917208784478,2024-07-21
ForecastBench | Claude-3-Haiku-20240307 (scratchpad),567,256,0.26368236331569667,-0.19424166630949813,0.06944069700619854,True,2024.1831050228311,-0.44831303248303667,0.3211075629619879,1.0459360465187886,0.0020217880340509618,2024-07-21
ForecastBench | Claude-3-Haiku-20240307 (superforecaster with news 1),567,256,0.32419856118165785,-0.2547578641754593,0.06944069700619854,True,2024.1831050228311,-0.3407330126065735,0.18476260676571193,1.0232270752289978,0.002873250495159908,2024-07-21
ForecastBench | Claude-3-Haiku-20240307 (superforecaster with news 2),567,256,0.26543804232804236,-0.1959973453218438,0.06944069700619854,True,2024.1831050228311,-0.06448063386987277,0.1695284767781818,1.0790513270763493,8.017140321152152e-05,2024-07-21
ForecastBench | Claude-3-Haiku-20240307 (superforecaster with news 3),567,256,0.289673721340388,-0.22023302433418945,0.06944069700619854,True,2024.1831050228311,-0.15587420160679075,0.27958415631463107,1.0432842045484787,0.00023832782333019724,2024-07-21
ForecastBench | Claude-3-Haiku-20240307 (zero shot with freeze values),567,256,0.21394811196241076,-0.14450741495621222,0.06944069700619854,True,2024.1831050228311,-0.20392311558779883,0.14059931726704286,1.17306186128285,0.0013690526465575926,2024-07-21
ForecastBench | Claude-3-Haiku-20240307 (zero shot),567,256,0.24305555555555555,-0.17361485854935704,0.06944069700619854,True,2024.1831050228311,-0.08303481797254668,0.19300964759360006,1.03698167437567,7.571511291029077e-05,2024-07-21
ForecastBench | Claude-3-Opus-20240229 (scratchpad with freeze values),567,256,0.14816452107583777,-0.07872382406963921,0.06944069700619854,True,2024.1600456621004,-0.27475452895906366,0.18274632918443856,2.0040382994036636,0.0015306792574176157,2024-07-21
ForecastBench | Claude-3-Opus-20240229 (scratchpad with news with freeze values),567,256,0.18818330698297092,-0.11874260997677237,0.06944069700619854,True,2024.1600456621004,-0.4535211715781085,0.18125080580232364,1.497243701417778,0.004774023875863197,2024-07-21
ForecastBench | Claude-3-Opus-20240229 (scratchpad with news),567,256,0.20614285714285716,-0.13670216013665865,0.06944069700619854,True,2024.1600456621004,-0.057541239366487605,0.18563260229694767,1.3130516230051368,7.249612613600943e-05,2024-07-21
ForecastBench | Claude-3-Opus-20240229 (scratchpad),567,256,0.18857306349206351,-0.11913236648586495,0.06944069700619854,True,2024.1600456621004,-0.0429792733649836,0.21053241029948597,1.3653897172076244,3.796917209967787e-05,2024-07-21
ForecastBench | Claude-3-Opus-20240229 (superforecaster with news 1),567,256,0.18663065082561728,-0.11718995381941878,0.06944069700619854,True,2024.1600456621004,0.3245714457679384,0.12002665893619058,1.2432140870350379,0.005278526060296232,2024-07-21
ForecastBench | Claude-3-Opus-20240229 (superforecaster with news 2),567,256,0.198458959329806,-0.12901826232360747,0.06944069700619854,True,2024.1600456621004,0.07466211306292746,0.1787529521181103,1.3621539215082332,0.00014951959741114944,2024-07-21
ForecastBench | Claude-3-Opus-20240229 (superforecaster with news 3),567,256,0.20748722398589065,-0.1380465269796921,0.06944069700619854,True,2024.1600456621004,0.032230067264600926,0.16836221909172489,1.2633408046132408,2.7879826409628957e-05,2024-07-21
ForecastBench | Claude-3-Opus-20240229 (zero shot with freeze values),567,256,0.13304422678458644,-0.06360352977838789,0.06944069700619854,True,2024.1600456621004,-0.48286431157571685,0.21827868765424793,2.5954584373809375,0.0050753591131118825,2024-07-21
ForecastBench | Claude-3-Opus-20240229 (zero shot),567,256,0.17402120492063494,-0.10458050791443639,0.06944069700619854,True,2024.1600456621004,0.09707293098316412,0.11464925804615574,1.4411744152220907,0.0005064045066978886,2024-07-21
ForecastBench | GPT-3.5-Turbo-0125 (scratchpad with freeze values),567,256,0.276831746031746,-0.2073910490255475,0.06944069700619854,True,2024.0,-0.1163810464941512,0.22850084355059283,1.0441111536246073,0.00015650467985724222,2024-07-21
ForecastBench | GPT-3.5-Turbo-0125 (scratchpad),567,256,0.28111552028218695,-0.2116748232759884,0.06944069700619854,True,2024.0,0.15636128001834396,0.23677638502372733,1.0316882407589816,0.00032821008709859234,2024-07-21
ForecastBench | GPT-3.5-Turbo-0125 (zero shot with freeze values),567,256,0.25290220699873134,-0.18346150999253283,0.06944069700619854,True,2024.0,-0.034849949723376385,0.1308729038687537,1.4515604900417896,7.237449490933709e-05,2024-07-21
ForecastBench | GPT-3.5-Turbo-0125 (zero shot),567,256,0.33832486948853613,-0.2688841724823376,0.06944069700619854,True,2024.0,0.0758436874720537,0.21977013919641808,1.135314973686898,0.00011173759335000607,2024-07-21
ForecastBench | GPT-4-0613 (scratchpad with freeze values),567,256,0.13936418757208532,-0.06992349056588679,0.06944069700619854,True,2023.5,-0.15483752634480255,0.07437581353106693,1.6300491765460672,0.0016102696620595516,2024-07-21
ForecastBench | GPT-4-0613 (scratchpad),567,256,0.1626100564373898,-0.09316935943119124,0.06944069700619854,True,2023.5,0.2809583693547991,0.23466761831234476,1.3285928176644048,0.0014854775134207933,2024-07-21
ForecastBench | GPT-4-0613 (zero shot with freeze values),567,256,0.12179198657719426,-0.05235128957099572,0.06944069700619854,True,2023.5,-0.4088150876362689,0.19715977789935096,3.0784647256612905,0.004819907483437292,2024-07-21
ForecastBench | GPT-4-0613 (zero shot),567,256,0.19543676543209876,-0.12599606842590025,0.06944069700619854,True,2023.5,-0.20245796412993217,0.14617631908599146,1.288150870511101,0.0009703341638163345,2024-07-21
ForecastBench | GPT-4-Turbo-2024-04-09 (scratchpad with freeze values),567,256,0.11269696306749352,-0.043256266061295005,0.06944069700619854,True,2024.271917808219,-0.16670803429896155,0.17934212322678042,2.3580841389760407,0.000697869965234484,2024-07-21
ForecastBench | GPT-4-Turbo-2024-04-09 (scratchpad with news with freeze values),567,256,0.12356553154482594,-0.0541248345386274,0.06944069700619854,True,2024.271917808219,-0.06649087610110874,0.13974334177138464,2.1830039877663237,0.00016483859542577324,2024-07-21
ForecastBench | GPT-4-Turbo-2024-04-09 (scratchpad with news),567,256,0.14469710890652557,-0.07525641190032704,0.06944069700619854,True,2024.271917808219,0.16804540727076386,0.1981506266668444,1.6593776085961265,0.0006278961831814458,2024-07-21
ForecastBench | GPT-4-Turbo-2024-04-09 (scratchpad),567,256,0.1510701058201058,-0.0816294088139073,0.06944069700619854,True,2024.271917808219,0.09703705057179705,0.16976039143291463,1.4151427703013202,0.00019060062282040823,2024-07-21
ForecastBench | GPT-4-Turbo-2024-04-09 (superforecaster with news 1),567,256,0.16705563126790124,-0.09761493426170272,0.06944069700619854,True,2024.271917808219,-0.12564911577309615,0.1669742355604882,1.3681253036965855,0.0005900354671796396,2024-07-21
ForecastBench | GPT-4-Turbo-2024-04-09 (superforecaster with news 2),567,256,0.20313340463955026,-0.13369270763335173,0.06944069700619854,True,2024.271917808219,-0.13340902010501218,0.12111931550884844,1.1973937694457295,0.000844954948727116,2024-07-21
ForecastBench | GPT-4-Turbo-2024-04-09 (superforecaster with news 3),567,256,0.15246703218694882,-0.08302633518075032,0.06944069700619854,True,2024.271917808219,-0.11162357704942807,0.1942644426887474,1.5595922734623673,0.00026722097672525046,2024-07-21
ForecastBench | GPT-4-Turbo-2024-04-09 (zero shot with freeze values),567,256,0.11668289002833779,-0.047242193022139264,0.06944069700619854,True,2024.271917808219,-0.14298425743567222,0.13516576640793293,3.0873110071339434,0.00101256223072364,2024-07-21
ForecastBench | GPT-4-Turbo-2024-04-09 (zero shot),567,256,0.1571743657495591,-0.08773366874336055,0.06944069700619854,True,2024.271917808219,-0.02746403113212579,0.13325794286977694,1.5194773707779374,3.3649257515173975e-05,2024-07-21
ForecastBench | GPT-4o (scratchpad with SECOND news),567,256,0.14976895589065253,-0.08032825888445402,0.06944069700619854,True,2024.4,0.06721470846589168,0.15365840362028735,1.4779408258984694,0.00015662736358690858,2024-07-21
ForecastBench | GPT-4o (scratchpad with freeze values),567,256,0.09988917199358069,-0.03044847498738216,0.06944069700619854,True,2024.4,-0.12407197178706882,0.1392615771534551,2.9193063277886036,0.0004165796811829525,2024-07-21
ForecastBench | GPT-4o (scratchpad with news with freeze values),567,256,0.11900390755252468,-0.04956321054632617,0.06944069700619854,True,2024.4,-0.4621524743437437,0.15284299716237593,2.482433259001693,0.005531377492332413,2024-07-21
ForecastBench | GPT-4o (scratchpad with news),567,256,0.14915224559082893,-0.07971154858463039,0.06944069700619854,True,2024.4,-0.01987671586663251,0.13897492595100788,1.5503498910683526,1.5177627954362095e-05,2024-07-21
ForecastBench | GPT-4o (scratchpad),567,256,0.1534202570723104,-0.08397956006611189,0.06944069700619854,True,2024.4,-0.15216800155978935,0.18587068957901465,1.4827643371811634,0.0005377682572287116,2024-07-21
ForecastBench | GPT-4o (superforecaster with news 1),567,256,0.15514764291556438,-0.08570694590936584,0.06944069700619854,True,2024.4,0.03147170527119314,0.12023984094137302,1.3983538330596186,5.8587915957568764e-05,2024-07-21
ForecastBench | GPT-4o (superforecaster with news 2),567,256,0.19551335768582892,-0.1260726606796304,0.06944069700619854,True,2024.4,-0.4527209218288177,0.14590711230894066,1.3593150329578527,0.00767821966723224,2024-07-21
ForecastBench | GPT-4o (superforecaster with news 3),567,256,0.16644515687830688,-0.09700445987210836,0.06944069700619854,True,2024.4,-0.41166923878595874,0.20454064560655122,1.5066821844161322,0.003977391241575483,2024-07-21
ForecastBench | GPT-4o (zero shot with freeze values),567,256,0.15362010999022602,-0.08417941298402751,0.06944069700619854,True,2024.4,-0.3310767733755387,0.14969314593915506,2.0875973791353974,0.004951263891890613,2024-07-21
ForecastBench | GPT-4o (zero shot),567,256,0.17434737389770724,-0.1049066768915087,0.06944069700619854,True,2024.4,-0.014730782584968854,0.122953067177422,1.2878719082755554,1.2300591040188543e-05,2024-07-21
ForecastBench | Gemini-1.5-Flash (scratchpad with freeze values),567,256,0.167438360670194,-0.09799766366399548,0.06944069700619854,True,2024.3,-0.44908923983137405,0.16245447680725822,1.6514299824351497,0.0073024191742477595,2024-07-21
ForecastBench | Gemini-1.5-Flash (scratchpad with news with freeze values),567,256,0.1727396155202822,-0.10329891851408367,0.06944069700619854,True,2024.3,-0.3341456311398655,0.13360505502762426,1.4833744175013261,0.0036944835346513997,2024-07-21
ForecastBench | Gemini-1.5-Flash (scratchpad with news),567,256,0.19033584832451497,-0.12089515131831645,0.06944069700619854,True,2024.3,0.010093418286843073,0.19777436866108267,1.2946834979898767,2.1412655009163604e-06,2024-07-21
ForecastBench | Gemini-1.5-Flash (scratchpad),567,256,0.18868148500881834,-0.11924078800261984,0.06944069700619854,True,2024.3,-0.5943716371702978,0.20048995834964808,1.275844453905687,0.009097338711745284,2024-07-21
ForecastBench | Gemini-1.5-Flash (superforecaster with news 1),567,256,0.24413771384479718,-0.17469701683859865,0.06944069700619854,True,2024.3,-0.2720390485174038,0.11974111282841755,1.103725683825626,0.0032961966737827353,2024-07-21
ForecastBench | Gemini-1.5-Flash (superforecaster with news 2),567,256,0.2363187389770723,-0.1668780419708738,0.06944069700619854,True,2024.3,-0.35272951891195103,0.20838649981692103,1.101331404757139,0.0022252606137666614,2024-07-21
ForecastBench | Gemini-1.5-Flash (superforecaster with news 3),567,256,0.2099462557319224,-0.14050555872572387,0.06944069700619854,True,2024.3,-0.10149978175496836,0.17492768469736236,1.2098728637782021,0.00024328258043360707,2024-07-21
ForecastBench | Gemini-1.5-Flash (zero shot with freeze values),567,256,0.13228230996083504,-0.06284161295463651,0.06944069700619854,True,2024.3,-0.1495294138247137,0.1170919795618702,2.60655070535964,0.0014347105490475178,2024-07-21
ForecastBench | Gemini-1.5-Flash (zero shot),567,256,0.20711118342151674,-0.13767048641531823,0.06944069700619854,True,2024.3,-0.2100377887109534,0.11276779369229888,1.4099288724634258,0.002567676309731134,2024-07-21
ForecastBench | Gemini-1.5-Pro (scratchpad with freeze values),567,256,0.14183149735449738,-0.07239080034829883,0.06944069700619854,True,2024.3,-0.01398365039351063,0.17308458322379583,1.618687163948389,4.427101319207256e-06,2024-07-21
ForecastBench | Gemini-1.5-Pro (scratchpad with news with freeze values),567,256,0.14492875837742503,-0.07548806137122652,0.06944069700619854,True,2024.3,-0.045894420276552474,0.1749047955983296,1.6525566484544898,4.2954323047515844e-05,2024-07-21
ForecastBench | Gemini-1.5-Pro (scratchpad with news),567,256,0.16497413227513227,-0.09553343526893375,0.06944069700619854,True,2024.3,0.08193332387836424,0.19248779122778792,1.3523157044857872,0.00015218867305379533,2024-07-21
ForecastBench | Gemini-1.5-Pro (scratchpad),567,256,0.17002906701940032,-0.10058837001320182,0.06944069700619854,True,2024.3,0.12137602620080702,0.22072576073135117,1.309871163020826,0.0002956552363878589,2024-07-21
ForecastBench | Gemini-1.5-Pro (superforecaster with news 1),567,256,0.19018489134038802,-0.12074419433418948,0.06944069700619854,True,2024.3,0.015365075022538567,0.134322229594198,1.1986027797668775,1.1377405838206516e-05,2024-07-21
ForecastBench | Gemini-1.5-Pro (superforecaster with news 2),567,256,0.20054178395061728,-0.13110108694441874,0.06944069700619854,True,2024.3,-0.19047039941254276,0.1272444405841255,1.268931137441216,0.002021685354645757,2024-07-21
ForecastBench | Gemini-1.5-Pro (superforecaster with news 3),567,256,0.17299729007830686,-0.10355659307210836,0.06944069700619854,True,2024.3,0.10221682477406645,0.223559677391548,1.3211658897135499,0.0002236653800434711,2024-07-21
ForecastBench | Gemini-1.5-Pro (zero shot with freeze values),567,256,0.2117687070903124,-0.14232801008411386,0.06944069700619854,True,2024.3,-0.5896196079837493,0.1927321353355692,1.1065823462546305,0.008810977961139891,2024-07-21
ForecastBench | Gemini-1.5-Pro (zero shot),567,256,0.22023174603174606,-0.1507910490255475,0.06944069700619854,True,2024.3,0.01031235498925071,0.1588381768444246,1.0416317129087882,3.912777042807521e-06,2024-07-21
ForecastBench | Llama-2-70b-Chat-Hf (scratchpad with freeze values),567,256,0.23565800486543986,-0.16621730785924138,0.06944069700619854,True,2023.6,-0.2636930477832877,0.21270398658608575,1.0492987215679055,0.001911530420634223,2024-07-21
ForecastBench | Llama-2-70b-Chat-Hf (scratchpad),567,256,0.24101625303534746,-0.17157555602914892,0.06944069700619854,True,2023.6,-0.31250757592728495,0.21269949026713358,1.0187682185127125,0.0014529306184882964,2024-07-21
ForecastBench | Llama-2-70b-Chat-Hf (zero shot with freeze values),567,256,0.29314174118183645,-0.22370104417563788,0.06944069700619854,True,2023.6,-0.3040172035876006,0.10674693392342205,1.0165678426386866,0.00859965580196643,2024-07-21
ForecastBench | Llama-2-70b-Chat-Hf (zero shot),567,256,0.3327331609373721,-0.2632924639311736,0.06944069700619854,True,2023.6,-0.19009248552629468,0.1514711876290677,1.0063826690416124,0.0015384755455105804,2024-07-21
ForecastBench | Llama-3-70b-Chat-Hf (scratchpad with freeze values),567,256,0.14818559920634922,-0.07874490220015068,0.06944069700619854,True,2024.3,-0.43261872425125847,0.17647407438052995,2.053512035423023,0.004471520855351703,2024-07-21
ForecastBench | Llama-3-70b-Chat-Hf (scratchpad),567,256,0.19549771252204587,-0.12605701551584733,0.06944069700619854,True,2024.3,-0.26358425086728665,0.2090618025244215,1.331553953521045,0.0011380521596826797,2024-07-21
ForecastBench | Llama-3-70b-Chat-Hf (zero shot with freeze values),567,256,0.13822237956070627,-0.06878168255450776,0.06944069700619854,True,2024.3,-0.22786224056840185,0.1728530393025966,2.492850432352918,0.002027507047898329,2024-07-21
ForecastBench | Llama-3-70b-Chat-Hf (zero shot),567,256,0.16398593121693122,-0.09454523421073269,0.06944069700619854,True,2024.3,0.039707305546146786,0.16392443380155408,1.5315632903070562,5.737326207588587e-05,2024-07-21
ForecastBench | Llama-3-8b-Chat-Hf (scratchpad with freeze values),567,256,0.2159596471972796,-0.14651895019108105,0.06944069700619854,True,2024.3,-0.19548785808594166,0.1582171708389505,1.0928589715760173,0.001399356047439575,2024-07-21
ForecastBench | Llama-3-8b-Chat-Hf (scratchpad),567,256,0.2494114307760141,-0.17997073376981557,0.06944069700619854,True,2024.3,-0.004730240974644379,0.20451176343444524,1.0124216847277046,4.825212436672401e-07,2024-07-21
ForecastBench | Llama-3-8b-Chat-Hf (zero shot with freeze values),567,256,0.1459127723197047,-0.07647207531350618,0.06944069700619854,True,2024.3,0.03764524758483407,0.08788356062321713,1.3487453625868664,0.00016274610404985046,2024-07-21
ForecastBench | Llama-3-8b-Chat-Hf (zero shot),567,256,0.18636544488536155,-0.11692474787916303,0.06944069700619854,True,2024.3,0.0665708122267786,0.05250642356057706,1.0320498895776082,0.0005616838127926276,2024-07-21
ForecastBench | Mistral-Large-Latest (scratchpad with freeze values),567,256,0.15131679571641313,-0.08187609871021462,0.06944069700619854,True,2024.5,-0.2421340365696573,0.18484543866127476,1.666745675963718,0.0015360655735847492,2024-07-21
ForecastBench | Mistral-Large-Latest (scratchpad with news with freeze values),567,256,0.2142528386243386,-0.1448121416181401,0.06944069700619854,True,2024.5,-0.3344719731148961,0.1831335509327231,1.228580547957722,0.002387711613496755,2024-07-21
ForecastBench | Mistral-Large-Latest (scratchpad with news),567,256,0.2210295524691358,-0.1515888554629373,0.06944069700619854,True,2024.5,0.018280594919672426,0.1915828435863184,1.1909055638656816,6.134837321516538e-06,2024-07-21
ForecastBench | Mistral-Large-Latest (scratchpad),567,256,0.19199445546737215,-0.1225537584611736,0.06944069700619854,True,2024.5,-0.10632483795820008,0.22711449065128633,1.2694734406011179,0.0001907872817730429,2024-07-21
ForecastBench | Mistral-Large-Latest (superforecaster with news 1),567,256,0.21730544624779538,-0.1478647492415969,0.06944069700619854,True,2024.5,-0.22941753683859584,0.12938643351121942,1.1047069953884268,0.0023323281478360392,2024-07-21
ForecastBench | Mistral-Large-Latest (superforecaster with news 2),567,256,0.2420783454850088,-0.17263764847881027,0.06944069700619854,True,2024.5,-0.5347002744399012,0.16405131388832084,1.128302544643063,0.009814606713534433,2024-07-21
ForecastBench | Mistral-Large-Latest (superforecaster with news 3),567,256,0.2316064942680776,-0.1621657972618791,0.06944069700619854,True,2024.5,-0.3579902437108515,0.19755276820351683,1.183585176940491,0.0025119089332593545,2024-07-21
ForecastBench | Mistral-Large-Latest (zero shot with freeze values),567,256,0.16242131964339795,-0.09298062263719944,0.06944069700619854,True,2024.5,-0.33034764512254366,0.16289166623484266,1.9386222415456305,0.004523574001358197,2024-07-21
ForecastBench | Mistral-Large-Latest (zero shot),567,256,0.20386731746031747,-0.13442662045411893,0.06944069700619854,True,2024.5,-0.10461211205103804,0.14992542035641027,1.2856443960650716,0.0004028470173198177,2024-07-21
ForecastBench | Mixtral-8x22B-Instruct-V0.1 (scratchpad with freeze values),567,256,0.1522480501741165,-0.08280735316791797,0.06944069700619854,True,2024.0,0.04988726786139261,0.1370238905690723,1.4443119438988719,0.00010168893357117259,2024-07-21
ForecastBench | Mixtral-8x22B-Instruct-V0.1 (scratchpad with news with freeze values),567,256,0.1916619225866039,-0.12222122558040532,0.06944069700619854,True,2024.0,-0.14656899673726317,0.1447499687876605,1.2769407960053758,0.0005584671622300532,2024-07-21
ForecastBench | Mixtral-8x22B-Instruct-V0.1 (scratchpad with news),567,256,0.1952356278659612,-0.12579493085976268,0.06944069700619854,True,2024.0,0.05345975815792124,0.21212162380188979,1.164542383834362,5.3792850116728616e-05,2024-07-21
ForecastBench | Mixtral-8x22B-Instruct-V0.1 (scratchpad),567,256,0.1881434814814815,-0.11870278447528294,0.06944069700619854,True,2024.0,-0.04007586783834198,0.19281605391135212,1.2006827124376611,3.6363129642497953e-05,2024-07-21
ForecastBench | Mixtral-8x22B-Instruct-V0.1 (superforecaster with news 1),567,256,0.1784576121347443,-0.10901691512854574,0.06944069700619854,True,2024.0,-0.024052474360392102,0.1475106036701294,1.1473120007989241,4.0053031963377675e-05,2024-07-21
ForecastBench | Mixtral-8x22B-Instruct-V0.1 (superforecaster with news 2),567,256,0.2117711437389771,-0.14233044673277856,0.06944069700619854,True,2024.0,-0.13761048981118387,0.14111517060026768,1.1421949304340333,0.0004550203900796755,2024-07-21
ForecastBench | Mixtral-8x22B-Instruct-V0.1 (superforecaster with news 3),567,256,0.19969975749559085,-0.1302590604893923,0.06944069700619854,True,2024.0,-0.7435975110329798,0.2522958212593415,1.154258194699081,0.00742711982327651,2024-07-21
ForecastBench | Mixtral-8x22B-Instruct-V0.1 (zero shot with freeze values),567,256,0.19370743865095422,-0.1242667416447557,0.06944069700619854,True,2024.0,-0.274438397203171,0.112488018799108,1.3823742958116187,0.004400577011006881,2024-07-21
ForecastBench | Mixtral-8x22B-Instruct-V0.1 (zero shot),567,256,0.18996498052910055,-0.120524283522902,0.06944069700619854,True,2024.0,-0.07513931402644125,0.11626851024320577,1.443505168557108,0.0002586266376957976,2024-07-21
ForecastBench | Mixtral-8x7B-Instruct-V0.1 (scratchpad with freeze values),567,256,0.2246594822148516,-0.15521878520865304,0.06944069700619854,True,2024.0,-0.09226248267026124,0.14905030022348528,1.2348063406739858,0.00025040722804509427,2024-07-21
ForecastBench | Mixtral-8x7B-Instruct-V0.1 (scratchpad with news with freeze values),567,256,0.2499353308439356,-0.1804946338377371,0.06944069700619854,True,2024.0,-0.4565959245973493,0.2747262822544069,1.0745043464713582,0.003424515465969868,2024-07-21
ForecastBench | Mixtral-8x7B-Instruct-V0.1 (scratchpad with news),567,256,0.24822698412698413,-0.1787862871207856,0.06944069700619854,True,2024.0,-0.35462271478171686,0.19752363445118534,1.0432743972689236,0.0013876513547951977,2024-07-21
ForecastBench | Mixtral-8x7B-Instruct-V0.1 (scratchpad),567,256,0.22788430335097,-0.15844360634477148,0.06944069700619854,True,2024.0,0.0069184535945678045,0.20864751193629646,1.149742633875276,9.178957892474478e-07,2024-07-21
ForecastBench | Mixtral-8x7B-Instruct-V0.1 (superforecaster with news 1),567,256,0.2486522106878307,-0.17921151368163216,0.06944069700619854,True,2024.0,-0.08005139076214629,0.17842656123103431,1.0289582114321152,0.00019677421443030675,2024-07-21
ForecastBench | Mixtral-8x7B-Instruct-V0.1 (superforecaster with news 2),567,256,0.2656679004067177,-0.19622720340051922,0.06944069700619854,True,2024.0,0.45671509372199004,0.25155916474518286,1.0334030671693961,0.0023445752098091716,2024-07-21
ForecastBench | Mixtral-8x7B-Instruct-V0.1 (superforecaster with news 3),567,256,0.2508864638447972,-0.18144576683859867,0.06944069700619854,True,2024.0,-0.1299535482689146,0.3683013562851047,1.053549287457742,0.00012361811344768975,2024-07-21
